# HOMER Peaks
# Peak finding parameters:
# tag directory = posFile_87_88/
#
# total peaks = 24049
# peak size = 150
# peaks found separately for each strand
# minimum distance between peaks = 300
# fragment length = 0
# genome size = 2000000000
# Total tags = 3330485.0
# Total tags in peaks = 2982007.0
# Approximate IP efficiency = 89.54%
# tags per bp = 0.001665
# expected tags per peak = 0.125
# maximum tags considered per bp = 0.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 2.282337e-07
# FDR tag threshold = 5.0
# number of putative peaks = 27650
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 3601
#
# cmd = findPeaks posFile_87_88/ -style tss -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Fold Change vs Local	p-value vs Local	Dispersion Ratio	Periodic Ratio
2-4	2	55393616	55393766	-	14076.0	0.990	4697.000000	9620.17	0.00e+00	0.991041	0.690476
10-4	10	68938750	68938900	-	14055.0	0.978	4707.000000	778.19	0.00e+00	0.977783	0.096154
1-7	1	11211449	11211599	-	13952.9	0.973	4650.000000	5983.39	0.00e+00	0.977835	0.805825
5-3	5	204490095	204490245	-	13886.9	1.000	4625.000000	607416.67	0.00e+00	1.000000	0.000000
1-8	1	292162367	292162517	+	13829.8	0.988	4609.000000	3780.76	0.00e+00	0.718845	0.008494
3-2	3	212517788	212517938	+	13829.8	0.994	4888.000000	942.25	0.00e+00	0.994788	0.291667
8-5	8	90247346	90247496	+	13730.7	0.992	4610.000000	3033.27	0.00e+00	0.654056	0.033502
2-5	2	2062307	2062457	+	13724.7	0.991	4626.000000	3298.49	0.00e+00	0.938731	0.142857
9-3	9	23749016	23749166	+	13595.6	0.996	4535.000000	10619.24	0.00e+00	0.995804	0.631579
10-5	10	146789852	146790002	-	13391.4	0.999	4464.000000	7915.50	0.00e+00	0.999776	0.000000
4-6	4	198257609	198257759	-	12947.1	0.965	4329.000000	314.27	0.00e+00	0.965901	0.782313
2-6	2	127725287	127725437	-	12824.0	0.991	4273.000000	2573.05	0.00e+00	0.989932	0.651163
5-5	5	9485303	9485453	-	12685.8	0.903	4238.000000	422.93	0.00e+00	0.976568	0.141414
1-9	1	248925078	248925228	-	12553.7	0.996	4188.000000	3389.53	0.00e+00	0.990924	0.421053
5-4	5	191005981	191006131	+	12523.7	0.946	4265.000000	1336.08	0.00e+00	0.946775	0.378378
2-7	2	28495395	28495545	-	12421.6	0.992	4159.000000	2859.61	0.00e+00	0.992023	0.515152
8-6	8	18446146	18446296	-	11812.1	0.966	3934.000000	2508.08	0.00e+00	0.986782	0.365385
3-3	3	165765676	165765826	+	11782.1	0.905	4014.000000	660.71	0.00e+00	0.909531	0.935211
3-4	3	97032402	97032552	-	11665.0	0.992	3889.000000	2453.03	0.00e+00	0.991763	0.937500
3-5	3	130544685	130544835	+	11454.8	0.976	3825.000000	10892.10	0.00e+00	0.977982	0.750000
1-10	1	200504320	200504470	+	11373.7	0.988	3793.000000	5653.30	0.00e+00	0.989440	0.200000
5-6	5	193359179	193359329	+	11295.7	0.992	3957.000000	720.23	0.00e+00	0.985110	0.285714
5-7	5	186730831	186730981	-	10998.4	0.973	3676.000000	371.77	0.00e+00	0.975703	0.741573
9-4	9	122485625	122485775	-	10998.4	0.999	3668.000000	314.02	0.00e+00	0.999181	0.666667
5-8	5	5197747	5197897	+	10899.3	0.913	3632.000000	14021.76	0.00e+00	0.912397	0.034591
7-4	7	47738453	47738603	+	10872.3	0.973	3630.000000	2476.86	0.00e+00	0.973764	0.357895
10-6	10	132447176	132447326	-	10728.2	0.945	3573.000000	9776.12	0.00e+00	0.946823	0.205263
6-7	6	3573680	3573830	+	10662.1	0.978	3563.000000	951.76	0.00e+00	0.978879	0.106667
1-11	1	88858709	88858859	-	10442.9	0.977	3528.000000	1543.17	0.00e+00	0.979287	0.680556
4-7	4	143891294	143891444	+	10283.8	0.930	3433.000000	3080.94	0.00e+00	0.965255	0.521008
1-12	1	22939424	22939574	-	10268.8	0.997	3420.000000	7244.52	0.00e+00	0.980994	0.153846
4-8	4	237401851	237402001	+	10232.7	0.993	3433.000000	3858.48	0.00e+00	0.985626	0.510204
1-13	1	247606517	247606667	+	10181.7	0.999	3391.000000	7422.52	0.00e+00	0.998526	0.600000
3-6	3	155017192	155017342	-	10133.7	0.992	3398.000000	1629.60	0.00e+00	0.988148	0.575000
7-5	7	132216187	132216337	+	10064.6	0.757	3373.000000	2896.25	0.00e+00	0.736874	0.005669
6-8	6	2885365	2885515	-	9839.4	0.997	3291.000000	2289.25	0.00e+00	0.996643	0.545455
8-7	8	148795406	148795556	-	9794.4	0.530	3350.000000	1447.33	0.00e+00	0.230171	0.555152
scaffold_159-1	scaffold_159	726	876	+	9689.3	0.996	3243.000000	6054.47	0.00e+00	0.968082	0.077670
7-6	7	41438369	41438519	-	9395.0	0.929	3228.000000	613.35	0.00e+00	0.929028	0.126126
10-7	10	69100153	69100303	-	9383.0	0.952	3134.000000	3257.28	0.00e+00	0.952320	0.302013
9-5	9	148483335	148483485	+	9374.0	0.647	3205.000000	535.28	0.00e+00	0.941704	0.219780
1-14	1	141745594	141745744	+	9311.0	0.994	3103.000000	22625.81	0.00e+00	0.993873	0.842105
5-9	5	197838260	197838410	-	9286.9	0.995	3095.000000	12694.19	0.00e+00	0.989654	0.531250
4-9	4	4866011	4866161	+	9250.9	0.974	3082.000000	5780.54	0.00e+00	0.955858	0.316176
7-7	7	8065014	8065164	-	9139.8	0.765	3130.000000	921.15	0.00e+00	0.500986	0.381172
7-8	7	163045027	163045177	-	9034.7	0.745	3013.000000	7599.65	0.00e+00	0.747092	0.021025
7-9	7	2744920	2745070	+	8860.6	0.999	2952.000000	21531.37	0.00e+00	0.999661	1.000000
7-10	7	141163663	141163813	-	8707.4	0.947	2917.000000	3886.39	0.00e+00	0.946552	0.580645
1-15	1	110498950	110499100	+	8566.3	0.987	2857.000000	5510.21	0.00e+00	0.992990	0.450000
4-10	4	170006020	170006170	-	8512.3	0.980	2862.000000	507.26	0.00e+00	0.965432	0.591837
8-9	8	137300930	137301080	+	8512.3	0.990	2836.000000	46541.25	0.00e+00	0.990829	0.461538
1-16	1	54605257	54605407	-	8431.2	0.981	2814.000000	7375.68	0.00e+00	0.981125	0.792453
1-17	1	205468313	205468463	-	8230.0	0.958	2754.000000	1363.58	0.00e+00	0.956220	0.691667
3-7	3	1711597	1711747	+	8209.0	0.764	2873.000000	306.89	0.00e+00	0.811928	0.389105
8-10	8	59488474	59488624	+	8203.0	0.963	2761.000000	1458.55	0.00e+00	0.973655	0.319444
8-11	8	161569247	161569397	+	8088.9	0.861	2708.000000	4114.09	0.00e+00	0.851893	0.360902
8-8	8	24342049	24342199	+	8067.9	0.872	2938.000000	458.30	0.00e+00	0.677554	0.149588
10-8	10	58309675	58309825	+	7977.8	0.915	2661.000000	209.71	0.00e+00	0.870154	0.379710
2-8	2	150420623	150420773	+	7965.8	0.988	2659.000000	7574.51	0.00e+00	0.976630	0.500000
2-9	2	203405003	203405153	-	7965.8	0.929	2658.000000	7574.51	0.00e+00	0.744063	0.089838
7-11	7	20903602	20903752	+	7956.8	0.972	2650.000000	7909.85	0.00e+00	0.973962	0.260870
1-18	1	19103951	19104101	-	7692.6	0.998	2572.000000	8011.33	0.00e+00	0.996487	0.333333
5-10	5	56872304	56872454	-	7662.5	0.979	2563.000000	7617.33	0.00e+00	0.979232	0.622642
3-8	3	225869053	225869203	-	7566.5	0.997	2531.000000	10342.50	0.00e+00	0.997222	0.142857
6-9	6	142506324	142506474	-	7521.4	0.989	2508.000000	1749.95	0.00e+00	0.989222	0.740741
4-11	4	156219440	156219590	-	7437.4	0.971	2484.000000	5083.01	0.00e+00	0.986274	0.735294
5-11	5	4102626	4102776	-	7419.3	0.973	2475.000000	2617.13	0.00e+00	0.973695	0.384615
2-10	2	210202140	210202290	-	7254.2	0.981	2424.000000	14422.79	0.00e+00	0.984272	0.500000
7-12	7	174614546	174614696	+	7071.0	0.692	2385.000000	1578.01	0.00e+00	0.935142	0.490196
3-9	3	17832678	17832828	+	7032.0	0.955	2343.000000	809.43	0.00e+00	0.925705	0.724138
1-19	1	203693252	203693402	-	7008.0	0.914	2334.000000	2287.55	0.00e+00	0.918166	0.523560
6-10	6	60345386	60345536	+	6947.9	0.943	2330.000000	4469.20	0.00e+00	0.929127	0.841463
4-12	4	127723322	127723472	+	6941.9	0.824	2330.000000	3892.85	0.00e+00	0.956765	0.423529
3-10	3	6805874	6806024	-	6935.9	0.631	2313.000000	1685.44	0.00e+00	0.578105	0.483077
5-12	5	168712550	168712700	+	6887.9	0.938	2340.000000	1076.00	0.00e+00	0.955120	0.058252
1-20	1	267068050	267068200	-	6785.8	0.960	2263.000000	8729.80	0.00e+00	0.957080	0.123711
7-14	7	33389772	33389922	-	6752.8	0.890	2250.000000	3076.76	0.00e+00	0.954647	0.401961
3-11	3	185366570	185366720	-	6740.8	0.609	2246.000000	7371.08	0.00e+00	0.599109	0.845556
1-21	1	66310645	66310795	+	6728.7	0.890	2250.000000	6131.62	0.00e+00	0.889335	0.653226
8-12	8	162580750	162580900	+	6698.7	0.975	2260.000000	1744.08	0.00e+00	0.976244	0.735849
7-15	7	167674277	167674427	+	6677.7	0.987	2225.000000	2212.77	0.00e+00	0.973022	0.300000
5-13	5	19460890	19461040	-	6653.7	0.998	2216.000000	10394.10	0.00e+00	0.995939	0.222222
2-11	2	215752766	215752916	+	6614.7	0.988	2204.000000	2952.32	0.00e+00	0.988198	0.692308
7-13	7	154308291	154308441	-	6521.6	0.444	2379.000000	470.72	0.00e+00	0.439798	0.135357
1-22	1	293240705	293240855	+	6491.5	0.952	2162.000000	3380.27	0.00e+00	0.697040	0.183206
5-14	5	206612792	206612942	-	6443.5	0.982	2149.000000	6126.99	0.00e+00	0.982293	0.394737
1-23	1	244886555	244886705	-	6437.5	0.961	2145.000000	20112.76	0.00e+00	0.962220	0.641975
3-12	3	66709085	66709235	-	6425.5	0.913	2140.000000	1511.04	0.00e+00	0.440654	0.696742
9-6	9	149282714	149282864	-	6362.4	0.963	2132.000000	933.88	0.00e+00	0.922605	0.060976
6-11	6	153512527	153512677	-	6338.4	0.839	2116.000000	6601.06	0.00e+00	0.839413	0.061947
10-10	10	24586070	24586220	+	6287.4	0.991	2126.000000	1082.72	0.00e+00	0.702181	0.267606
10-9	10	90215594	90215744	-	6287.4	0.995	2365.000000	392.87	0.00e+00	0.989141	0.318182
5-15	5	89194201	89194351	-	6215.3	0.970	2073.000000	575.97	0.00e+00	0.970048	0.725806
5-16	5	48530793	48530943	+	6026.1	0.923	2011.000000	1967.06	0.00e+00	0.921276	0.354430
1-24	1	278196208	278196358	+	6020.1	0.949	2045.000000	272.59	0.00e+00	0.959540	0.530864
7-16	7	168242075	168242225	-	5996.1	0.988	1998.000000	3973.83	0.00e+00	0.997496	0.600000
6-13	6	118973038	118973188	-	5945.1	0.950	1980.000000	7223.33	0.00e+00	0.978788	0.142857
4-13	4	194173073	194173223	+	5864.0	0.996	1954.000000	18321.00	0.00e+00	0.983103	0.333333
6-12	6	151991675	151991825	-	5843.0	0.981	1988.000000	1577.62	0.00e+00	0.319222	0.297479
1-25	1	208340669	208340819	+	5816.0	0.952	1937.000000	7066.46	0.00e+00	0.952504	0.097826
2-12	2	5275163	5275313	+	5785.9	0.593	1934.000000	1406.00	0.00e+00	0.612870	0.679625
1-26	1	286052791	286052941	-	5731.9	0.740	1924.000000	580.36	0.00e+00	0.742496	0.188139
3-13	3	177721830	177721980	+	5716.9	0.996	1907.000000	6580.49	0.00e+00	0.996849	0.500000
4-14	4	10664118	10664268	-	5710.9	0.988	1920.000000	2904.60	0.00e+00	0.974238	0.775510
4-15	4	176891134	176891284	-	5632.8	0.992	1884.000000	6159.53	0.00e+00	0.994136	0.181818
1-28	1	295097622	295097772	+	5605.8	0.821	1890.000000	1047.86	0.00e+00	0.830425	0.700965
1-29	1	24675964	24676114	-	5569.8	0.985	1855.000000	882.69	0.00e+00	0.980593	0.361111
7-17	7	172866795	172866945	-	5518.7	0.992	1841.000000	4023.18	0.00e+00	0.996736	1.000000
8-14	8	168296663	168296813	+	5518.7	0.982	1850.000000	2943.79	0.00e+00	0.948313	0.705263
6-14	6	9208928	9209078	-	5512.7	0.883	1856.000000	1370.05	0.00e+00	0.947168	0.896907
1-30	1	290879635	290879785	-	5494.7	0.832	1830.000000	751.06	0.00e+00	0.824590	0.554517
2-13	2	30802791	30802941	-	5413.6	0.971	1806.000000	16913.86	0.00e+00	0.978912	0.289474
3-14	3	217552154	217552304	-	5413.6	0.850	1818.000000	2006.73	0.00e+00	0.857383	0.751969
1-27	1	10068735	10068885	+	5395.6	0.972	1903.000000	437.05	0.00e+00	0.973259	0.520833
1-31	1	262680421	262680571	-	5383.6	0.731	1793.000000	9811.69	0.00e+00	0.683212	0.022887
8-13	8	147740988	147741138	-	5326.6	0.868	1861.000000	1068.74	0.00e+00	0.865169	0.625000
1-32	1	277450038	277450188	-	5323.5	0.934	1773.000000	1737.72	0.00e+00	0.930626	0.837398
2-14	2	2808152	2808302	+	5311.5	0.881	1776.000000	3056.96	0.00e+00	0.959299	0.583333
6-15	6	156744955	156745105	+	5308.5	0.958	1779.000000	4146.38	0.00e+00	0.962104	0.641791
7-18	7	168441699	168441849	+	5302.5	0.942	1809.000000	666.48	0.00e+00	0.983012	0.533333
2-15	2	209641647	209641797	-	5290.5	0.963	1771.000000	4821.03	0.00e+00	0.959137	0.444444
3-15	3	202064828	202064978	-	5239.5	0.994	1749.000000	3273.95	0.00e+00	0.983954	0.464286
7-19	7	26503825	26503975	+	5161.4	0.990	1805.000000	404.59	0.00e+00	0.986620	0.521739
10-11	10	63246013	63246163	-	5158.4	0.943	1727.000000	2686.08	0.00e+00	0.944703	0.115789
7-20	7	2137524	2137674	+	5146.4	0.911	1755.000000	1875.88	0.00e+00	0.686524	0.887454
9-7	9	117456263	117456413	-	5137.4	0.954	1749.000000	2042.83	0.00e+00	0.922274	0.231343
7-21	7	128929943	128930093	-	5113.4	0.936	1715.000000	346.22	0.00e+00	0.944216	0.515789
4-16	4	81732459	81732609	-	5107.4	0.805	1704.000000	803.59	0.00e+00	0.992945	1.000000
3-16	3	167730264	167730414	+	5095.4	0.810	1699.000000	2785.91	0.00e+00	0.978786	0.444444
6-16	6	137604280	137604430	-	5077.3	0.959	1703.000000	1762.58	0.00e+00	0.963314	0.258065
4-17	4	20529082	20529232	+	5050.3	0.925	1682.000000	27612.83	0.00e+00	0.902497	0.231707
1-33	1	52092952	52093102	+	5035.3	0.921	1681.000000	933.25	0.00e+00	0.927847	0.471074
5-17	5	30790865	30791015	+	5032.3	0.989	1677.000000	27514.33	0.00e+00	0.989260	0.888889
4-18	4	161059217	161059367	-	4987.3	0.677	1666.000000	2057.97	0.00e+00	0.412012	0.457610
4-19	4	59678613	59678763	-	4981.3	0.896	1660.000000	2723.52	0.00e+00	0.832830	0.501805
5-18	5	21012021	21012171	+	4975.3	0.999	1663.000000	1133.43	0.00e+00	0.998793	0.000000
2-16	2	20986710	20986860	+	4909.2	0.769	1635.000000	13420.62	0.00e+00	0.866055	0.675799
7-22	7	163648513	163648663	-	4900.2	0.917	1632.000000	53584.00	0.00e+00	0.992647	0.833333
6-17	6	38071921	38072071	-	4894.2	0.911	1648.000000	2277.38	0.00e+00	0.912270	0.356643
3-17	3	154780881	154781031	+	4891.2	0.945	1629.000000	2546.93	0.00e+00	0.928791	0.413793
8-15	8	6591442	6591592	+	4831.1	0.997	1615.000000	7546.98	0.00e+00	0.909882	0.868966
5-19	5	158904796	158904946	+	4825.1	0.879	1610.000000	1819.42	0.00e+00	0.790292	0.489614
7-23	7	165426058	165426208	-	4816.1	0.802	1605.000000	2241.05	0.00e+00	0.821696	0.779720
1-34	1	287218246	287218396	-	4798.1	0.879	1600.000000	9539.58	0.00e+00	0.978098	0.057143
8-16	8	168604811	168604961	+	4744.1	0.880	1580.000000	207506.67	0.00e+00	0.881013	0.021277
5-22	5	167791993	167792143	+	4681.0	0.885	1559.000000	295.88	0.00e+00	0.828095	0.447761
5-21	5	6321208	6321358	+	4678.0	0.983	1559.000000	905.39	0.00e+00	0.984596	0.625000
10-12	10	149531147	149531297	-	4657.0	0.970	1551.000000	1958.63	0.00e+00	0.927144	0.415929
1-35	1	8108885	8109035	-	4648.0	0.977	1549.000000	4620.55	0.00e+00	0.976098	0.486486
3-18	3	24097529	24097679	-	4633.0	0.996	1543.000000	4824.94	0.00e+00	0.995463	0.428571
5-20	5	14085202	14085352	-	4627.0	0.983	1562.000000	1581.13	0.00e+00	0.984426	0.958333
7-24	7	118343728	118343878	+	4624.0	0.973	1552.000000	712.16	0.00e+00	0.966883	0.509804
3-19	3	194803545	194803695	+	4596.9	0.980	1531.000000	4188.99	0.00e+00	0.983671	0.560000
1-37	1	286583910	286584060	-	4575.9	0.773	1529.000000	2440.88	0.00e+00	0.983596	0.320000
1-36	1	177077637	177077787	-	4566.9	0.581	1530.000000	3221.90	0.00e+00	0.590401	0.903692
9-8	9	152399827	152399977	+	4557.9	0.998	1519.000000	16613.67	0.00e+00	0.749012	0.005249
6-18	6	3288566	3288716	-	4521.9	0.973	1522.000000	1734.98	0.00e+00	0.974751	0.236842
5-23	5	181440721	181440871	+	4494.8	0.715	1498.000000	4274.04	0.00e+00	0.711423	0.023148
4-20	4	18244590	18244740	+	4491.8	0.905	1504.000000	650.58	0.00e+00	0.905080	0.028169
6-19	6	128637968	128638118	+	4479.8	0.987	1499.000000	4259.77	0.00e+00	0.922252	0.094828
6-21	6	6905588	6905738	-	4437.8	0.924	1478.000000	776.44	0.00e+00	0.867388	0.693878
1-38	1	287407389	287407539	-	4434.8	0.995	1478.000000	32329.89	0.00e+00	0.691266	0.015351
3-20	3	156004158	156004308	-	4434.8	0.999	1483.000000	13855.67	0.00e+00	0.925525	0.663636
8-17	8	90087608	90087758	+	4425.8	0.991	1487.000000	2360.80	0.00e+00	0.997286	0.500000
6-20	6	151656241	151656391	+	4416.8	0.999	1482.000000	2012.41	0.00e+00	0.996601	0.800000
3-21	3	225532296	225532446	+	4410.8	0.979	1469.000000	7420.33	0.00e+00	0.959837	0.559322
1-39	1	287785741	287785891	-	4389.8	0.895	1467.000000	7384.97	0.00e+00	0.859097	0.436893
4-21	4	176066677	176066827	+	4365.7	0.924	1458.000000	2893.31	0.00e+00	0.894158	0.558442
9-9	9	23222882	23223032	-	4362.7	0.924	1477.000000	2030.08	0.00e+00	0.969718	0.727273
5-24	5	203371973	203372123	-	4350.7	0.992	1449.000000	9515.10	0.00e+00	0.975155	0.250000
5-25	5	214423571	214423721	-	4347.7	0.990	1449.000000	19017.07	0.00e+00	0.990331	0.357143
2-17	2	209199476	209199626	-	4320.7	0.976	1439.000000	3937.26	0.00e+00	0.976372	0.000000
3-22	3	175750371	175750521	+	4311.7	0.663	1450.000000	1779.19	0.00e+00	0.644413	0.492095
7-25	7	41555355	41555505	-	4299.7	0.976	1458.000000	1068.58	0.00e+00	0.965782	0.285714
9-10	9	57432626	57432776	+	4296.7	0.986	1439.000000	1174.61	0.00e+00	0.883997	0.036145
5-26	5	65138682	65138832	+	4287.7	0.730	1430.000000	578.84	0.00e+00	0.925770	0.349057
4-22	4	153654694	153654844	+	4236.6	0.911	1455.000000	753.30	0.00e+00	0.911473	0.664000
3-24	3	168278333	168278483	-	4230.6	0.838	1411.000000	8411.30	0.00e+00	0.805536	0.762774
1-40	1	255383501	255383651	+	4224.6	0.999	1421.000000	1743.26	0.00e+00	0.996446	0.200000
2-18	2	41935469	41935619	-	4209.6	0.990	1402.000000	1070.52	0.00e+00	0.936519	0.404494
8-18	8	14544704	14544854	-	4188.6	0.944	1398.000000	2617.29	0.00e+00	0.883154	0.153374
9-11	9	147428595	147428745	-	4179.6	0.998	1392.000000	10156.44	0.00e+00	0.994253	0.250000
1-41	1	151750034	151750184	+	4152.5	0.889	1384.000000	2270.42	0.00e+00	0.877802	0.520710
10-13	10	95056594	95056744	-	4083.5	0.893	1363.000000	5253.33	0.00e+00	0.969118	0.571429
8-19	8	98110373	98110523	-	4059.5	0.752	1352.000000	2466.15	0.00e+00	0.747781	0.516129
3-23	3	95281685	95281835	+	4047.5	0.886	1425.000000	763.09	0.00e+00	0.725794	0.129944
7-26	7	145335555	145335705	+	4032.4	0.509	1346.000000	11023.79	0.00e+00	0.513554	0.453560
3-26	3	112065377	112065527	-	4029.4	0.949	1343.000000	11015.58	0.00e+00	0.950075	0.000000
9-12	9	104082500	104082650	+	4029.4	0.862	1367.000000	1190.87	0.00e+00	0.862146	0.881081
5-27	5	164770640	164770790	-	4026.4	0.952	1353.000000	898.56	0.00e+00	0.948546	0.710145
8-20	8	11923033	11923183	+	4026.4	0.999	1341.000000	9784.33	0.00e+00	0.999254	0.000000
3-27	3	175914073	175914223	-	3993.4	0.992	1331.000000	9704.07	0.00e+00	0.990977	0.416667
9-13	9	139441591	139441741	+	3987.4	0.932	1330.000000	1529.92	0.00e+00	0.930775	0.923913
2-19	2	25232273	25232423	+	3975.4	0.579	1326.000000	28980.89	0.00e+00	0.370091	0.876499
8-21	8	13333635	13333785	+	3975.4	0.946	1324.000000	1849.84	0.00e+00	0.944864	0.835616
6-22	6	160040950	160041100	+	3945.4	0.975	1316.000000	1540.82	0.00e+00	0.937595	0.292683
scaffold_60-1	scaffold_60	321	471	+	3936.4	0.871	1315.000000	9565.44	0.00e+00	0.871091	0.964497
2-20	2	12691414	12691564	+	3924.4	0.946	1323.000000	1059.58	0.00e+00	0.879878	0.375796
1-42	1	8612167	8612317	+	3921.4	0.842	1306.000000	10720.08	0.00e+00	0.843032	0.048780
4-23	4	68430206	68430356	-	3900.3	0.627	1299.000000	1740.84	0.00e+00	0.582756	0.298893
10-14	10	5874281	5874431	+	3876.3	0.999	1338.000000	392.48	0.00e+00	0.576893	0.710332
5-28	5	156390612	156390762	+	3858.3	0.978	1286.000000	12054.52	0.00e+00	0.980545	0.760000
7-27	7	152808930	152809080	+	3855.3	0.784	1296.000000	2161.95	0.00e+00	0.770850	0.840136
9-14	9	23827742	23827892	-	3855.3	0.991	1286.000000	2007.52	0.00e+00	0.992991	0.222222
6-24	6	83941549	83941699	+	3849.3	0.938	1282.000000	5612.31	0.00e+00	0.956318	0.696429
3-28	3	22578706	22578856	-	3819.3	0.990	1274.000000	1856.18	0.00e+00	0.992138	0.200000
1-43	1	45370483	45370633	+	3813.3	0.989	1283.000000	1208.65	0.00e+00	0.990551	0.333333
2-21	2	25459802	25459952	-	3813.3	0.985	1272.000000	926.63	0.00e+00	0.990551	0.666667
3-29	3	159859780	159859930	+	3807.3	0.968	1270.000000	2871.22	0.00e+00	0.976341	0.066667
4-24	4	20572676	20572826	-	3795.2	0.992	1292.000000	1930.29	0.00e+00	0.584385	0.789374
8-22	8	159933272	159933422	+	3786.2	0.970	1262.000000	1427.68	0.00e+00	0.965900	0.395349
