# HOMER Peaks
# Peak finding parameters:
# tag directory = posFile_85_86/
#
# total peaks = 25136
# peak size = 150
# peaks found separately for each strand
# minimum distance between peaks = 300
# fragment length = 0
# genome size = 2000000000
# Total tags = 5587794.0
# Total tags in peaks = 5118242.0
# Approximate IP efficiency = 91.60%
# tags per bp = 0.002794
# expected tags per peak = 0.210
# maximum tags considered per bp = 0.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 9.827484e-08
# FDR tag threshold = 6.0
# number of putative peaks = 28006
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 2870
#
# cmd = findPeaks posFile_85_86/ -style tss -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Fold Change vs Local	p-value vs Local	Dispersion Ratio	Periodic Ratio
10-1	10	10200733	10200883	-	48011.8	0.877	26909.000000	463.61	0.00e+00	0.956650	0.624248
4-3	4	83199556	83199706	+	45323.8	0.917	25331.000000	3001.94	0.00e+00	0.914594	0.119741
8-1	8	141176002	141176152	+	43355.2	0.993	24253.000000	7503.97	0.00e+00	0.992983	0.447059
3-3	3	12613481	12613631	-	39974.6	0.943	22365.000000	2060.11	0.00e+00	0.528680	0.891222
6-4	6	23727788	23727938	-	38077.6	0.996	21456.000000	3139.75	0.00e+00	0.996240	0.637500
3-4	3	230695642	230695792	-	37676.8	0.991	21095.000000	5529.92	0.00e+00	0.990168	0.487923
7-4	7	11447619	11447769	-	37358.2	0.990	20933.000000	5375.65	0.00e+00	0.989461	0.413636
5-1	5	142750237	142750387	-	36685.3	0.969	20594.000000	7478.34	0.00e+00	0.928006	0.505398
6-5	6	165101231	165101381	+	36586.9	0.993	20557.000000	1809.28	0.00e+00	0.993104	0.737589
6-6	6	163078667	163078817	+	34584.3	0.975	19334.000000	16920.11	0.00e+00	0.974230	0.128514
5-2	5	178133054	178133204	+	33748.6	1.000	19264.000000	2418.64	0.00e+00	0.692067	0.083692
10-2	10	144525058	144525208	-	33122.2	0.977	18533.000000	4190.89	0.00e+00	0.987087	0.606695
2-3	2	143429428	143429578	+	30695.5	0.978	17227.000000	4331.98	0.00e+00	0.977962	0.650794
5-3	5	85425421	85425571	+	30380.5	0.927	17096.000000	899.00	0.00e+00	0.921242	0.518325
2-4	2	56737646	56737796	-	29582.3	0.816	17116.000000	1256.33	0.00e+00	0.701893	0.394278
10-3	10	34240583	34240733	+	26715.4	0.984	14937.000000	5027.04	0.00e+00	0.984392	0.218884
1-3	1	221539008	221539158	+	25793.7	0.867	15068.000000	977.74	0.00e+00	0.389046	0.268935
3-5	3	212517788	212517938	+	24481.9	0.979	14080.000000	2027.81	0.00e+00	0.982010	0.089431
7-5	7	4801018	4801168	-	21588.1	0.898	12082.000000	8166.36	0.00e+00	0.823261	0.553002
7-6	7	104689000	104689150	+	21330.4	0.696	11919.000000	782681.00	0.00e+00	0.426498	0.626774
7-7	7	5134197	5134347	+	21224.8	0.533	11872.000000	6181.01	0.00e+00	0.528246	0.215907
7-8	7	4831588	4831738	+	20836.5	0.983	11647.000000	16620.80	0.00e+00	0.972258	0.857585
8-2	8	16446978	16447128	-	19888.0	0.818	11222.000000	2634.49	0.00e+00	0.812140	0.674497
9-3	9	139449204	139449354	+	19700.1	0.526	11033.000000	1390.11	0.00e+00	0.533400	0.426565
6-7	6	4596812	4596962	+	19567.7	0.997	10936.000000	26592.57	0.00e+00	0.991860	0.393258
8-3	8	1888969	1889119	+	19403.0	0.914	10843.000000	1121.19	0.00e+00	0.485567	0.614736
2-5	2	170193545	170193695	-	19311.7	0.880	10795.000000	4003.44	0.00e+00	0.841627	0.373903
5-4	5	10523648	10523798	-	18893.0	0.752	10561.000000	63022.09	0.00e+00	0.757553	0.863281
7-9	7	172717174	172717324	-	18862.5	0.821	10598.000000	2322.57	0.00e+00	0.811829	0.283047
10-4	10	147325797	147325947	+	18739.1	0.920	10479.000000	2665.10	0.00e+00	0.883774	0.849630
9-4	9	108447901	108448051	+	18585.2	0.967	10410.000000	4011.46	0.00e+00	0.966894	0.851744
6-8	6	6262209	6262359	-	18578.0	0.449	10387.000000	3374.68	0.00e+00	0.416787	0.865178
8-4	8	70314153	70314303	-	18474.2	0.941	10390.000000	1206.19	0.00e+00	0.971229	0.851852
3-6	3	215555149	215555299	-	18214.7	0.968	10307.000000	745.93	0.00e+00	0.972976	0.323636
8-5	8	16919616	16919766	+	18157.4	0.789	10156.000000	867.52	0.00e+00	0.631024	0.381410
1-4	1	178504641	178504791	-	18128.8	0.987	10144.000000	4405.32	0.00e+00	0.986772	0.701493
8-6	8	156641137	156641287	-	16824.2	0.653	9421.000000	1641.84	0.00e+00	0.991276	0.585366
10-5	10	132447176	132447326	-	16242.5	0.965	9076.000000	14899.77	0.00e+00	0.966725	0.410596
6-9	6	1341242	1341392	-	16174.5	0.661	9153.000000	1514.02	0.00e+00	0.508875	0.231534
3-7	3	215518573	215518723	-	15696.7	0.996	8783.000000	4430.48	0.00e+00	0.990195	0.337209
4-4	4	152459545	152459695	-	15571.4	0.997	8809.000000	2332.10	0.00e+00	0.995173	0.690476
3-8	3	24097529	24097679	-	15471.2	1.000	8645.000000	43668.33	0.00e+00	0.999884	1.000000
9-5	9	23749016	23749166	+	14592.5	0.997	8162.000000	31496.82	0.00e+00	0.996934	0.600000
1-5	1	280771980	280772130	+	14402.8	0.985	8318.000000	1405.55	0.00e+00	0.986334	0.745455
10-6	10	4169444	4169594	-	14265.0	0.922	8157.000000	929.71	0.00e+00	0.919915	0.101721
2-6	2	42887831	42887981	-	14143.3	0.876	7907.000000	141.91	0.00e+00	0.854939	0.818657
1-6	1	5343251	5343401	-	14116.5	0.983	7940.000000	4840.92	0.00e+00	0.933697	0.491396
2-7	2	209957162	209957312	-	13857.0	0.981	7745.000000	17533.00	0.00e+00	0.979853	0.076923
3-9	3	13546069	13546219	+	13781.8	0.972	7702.000000	18729.59	0.00e+00	0.914946	0.370992
9-6	9	91849446	91849596	-	13733.5	0.973	7719.000000	2108.48	0.00e+00	0.987462	0.322917
6-10	6	3573680	3573830	+	13597.5	0.983	7600.000000	1594.04	0.00e+00	0.983417	0.198413
6-11	6	1374122	1374272	-	13404.2	0.902	7599.000000	3488.25	0.00e+00	0.900884	0.787838
8-7	8	90247346	90247496	+	13359.5	0.993	7535.000000	4376.80	0.00e+00	0.768458	0.040509
3-10	3	184490317	184490467	+	13194.8	0.957	7428.000000	4441.84	0.00e+00	0.978435	0.471698
5-5	5	208123072	208123222	+	12956.8	0.985	7248.000000	18285.64	0.00e+00	0.990331	0.357143
8-8	8	102060898	102061048	-	12727.7	0.996	7113.000000	11675.53	0.00e+00	0.994798	0.648649
6-12	6	156453347	156453497	-	12722.4	0.764	7120.000000	1030.52	0.00e+00	0.420866	0.580054
3-11	3	110466925	110467075	+	12670.5	0.434	7080.000000	24469.47	0.00e+00	0.421893	0.483997
3-12	3	174870639	174870789	-	12586.4	0.977	7041.000000	1228.28	0.00e+00	0.945969	0.718421
7-10	7	157315892	157316042	-	12518.4	0.968	7015.000000	760.49	0.00e+00	0.904503	0.865269
9-7	9	76789171	76789321	-	12495.1	0.994	6991.000000	9551.76	0.00e+00	0.995417	0.750000
6-14	6	156319430	156319580	-	12475.4	0.997	6979.000000	4768.36	0.00e+00	0.986087	0.288660
6-13	6	124985514	124985664	+	12348.3	0.716	6994.000000	1841.87	0.00e+00	0.703913	0.509055
1-7	1	247606517	247606667	+	12298.2	0.998	6873.000000	18050.45	0.00e+00	0.996217	0.346154
7-11	7	143334158	143334308	-	12246.3	0.980	6878.000000	4680.80	0.00e+00	0.987432	0.534884
4-5	4	234164847	234164997	+	12137.2	0.993	6796.000000	223.79	0.00e+00	0.991744	0.321429
8-9	8	14544708	14544858	-	12065.6	0.898	6744.000000	8049.54	0.00e+00	0.913675	0.304124
1-8	1	38320981	38321131	+	11929.6	0.937	6672.000000	3393.29	0.00e+00	0.931743	0.327473
6-15	6	38086360	38086510	-	11813.2	0.897	6618.000000	13135.32	0.00e+00	0.880624	0.194162
10-7	10	16219691	16219841	-	11330.1	0.432	6332.000000	2614.69	0.00e+00	0.327991	0.613223
1-9	1	222643807	222643957	+	10986.4	0.982	6150.000000	3698.42	0.00e+00	0.981430	0.754386
2-8	2	204498457	204498607	+	10911.3	0.982	6097.000000	2236.70	0.00e+00	0.683363	0.466235
10-8	10	119843528	119843678	-	10803.9	0.830	6116.000000	1312.68	0.00e+00	0.683460	0.284293
1-10	1	283502665	283502815	-	10664.3	0.996	5978.000000	1471.08	0.00e+00	0.519449	0.462751
3-13	3	138151957	138152107	-	10664.3	0.524	5989.000000	2138.29	0.00e+00	0.287295	0.534102
10-9	10	138835105	138835255	-	10596.3	0.861	5921.000000	4741.61	0.00e+00	0.941564	0.557803
1-11	1	288804089	288804239	+	10118.5	0.997	5697.000000	964.36	0.00e+00	0.996463	0.700000
4-6	4	236370313	236370463	-	10050.5	0.986	5648.000000	2304.90	0.00e+00	0.834046	0.456009
3-14	3	225869053	225869203	-	9710.5	0.996	5437.000000	16967.02	0.00e+00	0.996130	0.380952
5-6	5	199643267	199643417	+	9676.4	0.937	5417.000000	2064.30	0.00e+00	0.781076	0.680508
7-12	7	41438367	41438517	-	9551.2	0.972	5377.000000	1196.12	0.00e+00	0.978452	0.234783
3-15	3	187660761	187660911	+	9474.2	0.955	5294.000000	24831.38	0.00e+00	0.778617	0.446246
6-16	6	88908386	88908536	+	9332.8	0.930	5216.000000	528.47	0.00e+00	0.851582	0.573643
5-7	5	168712550	168712700	+	9313.2	0.919	5271.000000	1412.10	0.00e+00	0.942160	0.069767
7-13	7	145215520	145215670	+	9241.6	0.978	5313.000000	1157.35	0.00e+00	0.557580	0.239704
5-8	5	5197747	5197897	+	9127.0	0.883	5100.000000	2325.69	0.00e+00	0.882549	0.013356
2-9	2	1465378	1465528	-	9118.1	0.872	5111.000000	2613.84	0.00e+00	0.876938	0.846890
10-10	10	4994173	4994323	+	9082.3	0.837	5091.000000	1198.77	0.00e+00	0.830118	0.530707
2-10	2	189875784	189875934	+	9073.3	0.507	5075.000000	8120.24	0.00e+00	0.428768	0.542601
1-12	1	208340669	208340819	+	9030.4	0.940	5046.000000	8081.80	0.00e+00	0.940547	0.113333
4-7	4	204451245	204451395	-	8865.8	0.983	4966.000000	5809.15	0.00e+00	0.982035	0.764045
7-14	7	38037682	38037832	+	8864.0	0.952	4953.000000	4517.32	0.00e+00	0.648698	0.367241
5-9	5	5287408	5287558	+	8849.6	0.868	4948.000000	1866.22	0.00e+00	0.829761	0.808789
4-8	4	59678613	59678763	-	8683.2	0.976	4852.000000	2844.77	0.00e+00	0.903545	0.803419
1-13	1	259365008	259365158	-	8665.3	0.873	4843.000000	2304.04	0.00e+00	0.866378	0.570325
5-10	5	206793428	206793578	+	8654.6	0.534	4846.000000	3826.07	0.00e+00	0.526316	0.914597
1-14	1	22939424	22939574	-	8586.6	0.996	4798.000000	6703.59	0.00e+00	0.949354	0.061728
1-15	1	256632875	256633025	-	8482.8	0.999	4745.000000	5659.27	0.00e+00	0.998312	0.250000
5-11	5	191005981	191006131	+	8302.0	0.970	4733.000000	1128.25	0.00e+00	0.969821	0.357143
9-8	9	139441591	139441741	+	8237.6	0.958	4615.000000	2798.74	0.00e+00	0.958080	0.984456
10-11	10	83469727	83469877	+	8226.9	0.819	5066.000000	469.47	0.00e+00	0.913869	0.251282
5-12	5	9485303	9485453	-	8196.4	0.942	4619.000000	312.31	0.00e+00	0.981445	0.352941
2-11	2	215752766	215752916	+	8031.8	0.988	4489.000000	6139.83	0.00e+00	0.988636	0.627451
5-13	5	141204836	141204986	+	7965.6	0.945	4474.000000	1197.88	0.00e+00	0.365247	0.656456
4-9	4	81732459	81732609	-	7897.6	0.858	4417.000000	2012.41	0.00e+00	0.983235	0.891892
3-16	3	147331228	147331378	-	7777.7	0.963	4353.000000	3036.04	0.00e+00	0.889784	0.306889
4-10	4	159753081	159753231	-	7677.4	0.986	4304.000000	1268.96	0.00e+00	0.977167	0.275510
9-9	9	118709013	118709163	-	7605.9	0.996	4250.000000	15504.63	0.00e+00	0.961647	0.601227
2-12	2	203405003	203405153	-	7573.7	0.971	4235.000000	12082.67	0.00e+00	0.916824	0.215909
7-15	7	131227642	131227792	+	7537.9	0.411	4276.000000	1536.60	0.00e+00	0.341974	0.121070
9-10	9	152399827	152399977	+	7382.2	0.998	4126.000000	54175.00	0.00e+00	0.849212	0.012862
1-16	1	35748648	35748798	-	7366.1	0.993	4122.000000	293.79	0.00e+00	0.978377	0.202247
3-17	3	185366574	185366724	-	7362.5	0.606	4114.000000	8186.44	0.00e+00	0.584589	0.174956
5-14	5	210647706	210647856	-	7349.9	0.852	4107.000000	2106.98	0.00e+00	0.707085	0.516209
4-11	4	131204384	131204534	+	7328.5	0.915	4123.000000	2987.83	0.00e+00	0.855051	0.409091
1-17	1	287407389	287407539	-	7308.8	0.995	4084.000000	53636.53	0.00e+00	0.793095	0.022485
1-18	1	181907707	181907857	-	7251.5	0.989	4059.000000	4927.43	0.00e+00	0.992103	0.000000
7-18	7	26169638	26169788	-	7226.5	0.984	4042.000000	3632.36	0.00e+00	0.983408	0.074627
8-10	8	154978083	154978233	-	7222.9	0.998	4036.000000	3397.83	0.00e+00	0.997522	0.400000
7-16	7	132216187	132216337	+	7210.4	0.945	4052.000000	4724.48	0.00e+00	0.940432	0.037500
3-18	3	147440112	147440262	-	7199.6	0.944	4077.000000	163.37	0.00e+00	0.633110	0.770325
7-19	7	2744917	2745067	+	7199.6	0.982	4027.000000	24016.09	0.00e+00	0.982351	0.028169
7-17	7	1144114	1144264	+	7190.7	0.819	4050.000000	2274.56	0.00e+00	0.784275	0.543253
4-12	4	210678781	210678931	-	7128.0	0.563	3995.000000	3903.74	0.00e+00	0.571920	0.392217
5-15	5	4102626	4102776	-	7081.5	0.951	3964.000000	2498.49	0.00e+00	0.954661	0.402235
5-16	5	30790865	30791015	+	7047.5	0.991	3939.000000	36942.19	0.00e+00	0.988065	0.510638
6-17	6	137604277	137604427	-	7043.9	0.974	3950.000000	2349.67	0.00e+00	0.950711	0.355670
1-19	1	120007607	120007757	-	7022.4	0.961	3957.000000	3578.83	0.00e+00	0.954893	0.192090
4-13	4	20529082	20529232	+	6959.8	0.953	3891.000000	51075.53	0.00e+00	0.937259	0.266393
3-19	3	175914073	175914223	-	6945.5	0.995	3883.000000	6534.68	0.00e+00	0.992270	0.300000
1-20	1	46693940	46694090	-	6933.0	0.996	3874.000000	63598.17	0.00e+00	0.982189	0.057971
3-20	3	230529825	230529975	+	6911.5	0.986	3865.000000	21133.72	0.00e+00	0.983428	0.843750
5-17	5	56872304	56872454	-	6906.1	0.972	3861.000000	10558.65	0.00e+00	0.971495	0.436364
2-13	2	5929699	5929849	+	6865.0	0.951	3838.000000	4498.17	0.00e+00	0.962461	0.368056
8-11	8	118570493	118570643	-	6716.4	0.943	3820.000000	1354.10	0.00e+00	0.942180	0.262673
5-18	5	84284445	84284595	+	6712.8	0.849	3758.000000	4321.33	0.00e+00	0.835385	0.484553
4-15	4	37131134	37131284	+	6643.1	0.910	3718.000000	2343.79	0.00e+00	0.749461	0.753763
4-14	4	165728744	165728894	-	6582.2	0.996	3729.000000	1123.36	0.00e+00	0.856612	0.662824
8-12	8	166222226	166222376	-	6541.0	0.959	3669.000000	3871.16	0.00e+00	0.681291	0.632035
2-14	2	220060368	220060518	-	6530.3	0.905	3661.000000	700.64	0.00e+00	0.621814	0.615217
7-21	7	163045027	163045177	-	6512.4	0.677	3645.000000	4508.70	0.00e+00	0.689475	0.018584
4-16	4	226806763	226806913	-	6474.8	0.984	3694.000000	1298.26	0.00e+00	0.942510	0.600962
5-19	5	173434475	173434625	-	6469.5	0.985	3615.000000	1884.01	0.00e+00	0.694414	0.354751
1-21	1	292314755	292314905	+	6462.3	0.972	3611.000000	29640.29	0.00e+00	0.975630	0.147727
3-21	3	227282242	227282392	-	6448.0	0.925	3649.000000	1232.28	0.00e+00	0.958368	0.226667
3-23	3	156004210	156004360	-	6387.1	0.361	3570.000000	3300.91	0.00e+00	0.268443	0.388420
7-20	7	5133817	5133967	-	6310.2	0.978	3882.000000	462.16	0.00e+00	0.637764	0.105088
8-13	8	167216417	167216567	+	6176.0	0.732	3455.000000	4443.44	0.00e+00	0.667922	0.248691
5-20	5	2814603	2814753	-	6172.4	0.362	3449.000000	3484.37	0.00e+00	0.343805	0.349734
7-22	7	12253873	12254023	+	6163.4	1.000	3445.000000	75385.33	0.00e+00	0.999710	1.000000
2-15	2	41935469	41935619	-	6140.2	0.991	3431.000000	3044.63	0.00e+00	0.971437	0.500000
5-21	5	7531649	7531799	-	6138.4	0.979	3430.000000	37539.44	0.00e+00	0.986006	0.812500
7-23	7	21290123	21290273	-	6120.5	0.928	3423.000000	1039.72	0.00e+00	0.939766	0.558252
10-12	10	37762835	37762985	+	6115.1	0.974	3420.000000	3399.74	0.00e+00	0.974539	0.206897
5-22	5	54201715	54201865	-	6032.8	0.989	3402.000000	573.48	0.00e+00	0.972716	0.217391
5-23	5	106578674	106578824	+	6027.4	0.999	3368.000000	686.85	0.00e+00	0.840261	0.299257
3-22	3	178897460	178897610	-	5954.0	0.910	3585.000000	622.43	0.00e+00	0.530809	0.683536
3-25	3	165770368	165770518	-	5936.2	0.828	3331.000000	296.35	0.00e+00	0.809222	0.729858
3-24	3	34948621	34948771	+	5934.4	0.987	3350.000000	3155.81	0.00e+00	0.987636	0.243902
1-22	1	61297416	61297566	-	5816.2	0.734	3254.000000	16416.67	0.00e+00	0.738836	0.208726
2-16	2	222939741	222939891	+	5812.7	0.950	3255.000000	2882.23	0.00e+00	0.971675	0.054348
2-17	2	14632110	14632260	-	5800.1	0.989	3252.000000	6650.80	0.00e+00	0.995680	0.571429
4-17	4	181461615	181461765	-	5787.6	0.448	3237.000000	1089.06	0.00e+00	0.352087	0.696088
9-11	9	27105627	27105777	+	5759.0	0.991	3228.000000	5418.34	0.00e+00	0.982909	0.290909
2-18	2	150420622	150420772	+	5716.0	0.987	3194.000000	13108.71	0.00e+00	0.961177	0.701613
8-14	8	137300930	137301080	+	5626.5	0.986	3144.000000	103228.00	0.00e+00	0.986005	0.500000
1-23	1	44808483	44808633	-	5555.0	0.957	3153.000000	1425.38	0.00e+00	0.957796	0.412214
10-13	10	24586070	24586220	+	5555.0	0.911	3106.000000	1978.93	0.00e+00	0.660165	0.307398
4-18	4	240651887	240652037	+	5526.3	0.971	3091.000000	158.67	0.00e+00	0.974417	0.810127
7-24	7	2137524	2137674	+	5494.1	0.947	3087.000000	4581.74	0.00e+00	0.740560	0.834379
1-24	1	8612167	8612317	+	5383.2	0.790	3013.000000	8588.06	0.00e+00	0.789229	0.055205
3-26	3	230600784	230600934	-	5379.6	0.783	3027.000000	2946.18	0.00e+00	0.381903	0.551130
7-25	7	33249103	33249253	-	5372.4	0.648	3005.000000	2942.26	0.00e+00	0.265776	0.558890
3-27	3	168278335	168278485	-	5368.8	0.883	3001.000000	7576.92	0.00e+00	0.846051	0.729437
9-12	9	89933718	89933868	-	5343.8	0.949	2997.000000	592.39	0.00e+00	0.801741	0.530405
2-19	2	237621765	237621915	-	5308.0	0.821	2966.000000	978.73	0.00e+00	0.701114	0.297175
6-18	6	38071921	38072071	-	5275.8	0.933	2977.000000	2547.18	0.00e+00	0.922999	0.334802
4-19	4	110093465	110093615	+	5231.0	0.814	2930.000000	7382.45	0.00e+00	0.637543	0.424670
4-20	4	171295803	171295953	-	5220.3	0.990	2920.000000	1877.94	0.00e+00	0.985602	0.833333
8-15	8	70026846	70026996	+	5216.7	0.991	2915.000000	8700.83	0.00e+00	0.991081	0.807692
2-20	2	177290867	177291017	+	5141.6	0.911	2873.000000	6987.42	0.00e+00	0.830839	0.646091
4-21	4	127723322	127723472	+	5070.0	0.831	2856.000000	3577.57	0.00e+00	0.937828	0.363636
5-25	5	1933147	1933297	+	5055.7	0.981	2826.000000	23188.54	0.00e+00	0.977345	0.281250
10-14	10	8853856	8854006	-	5034.2	0.972	2822.000000	7696.68	0.00e+00	0.972617	0.805195
4-22	4	4866011	4866161	+	5012.7	0.976	2802.000000	3998.53	0.00e+00	0.955357	0.416000
5-24	5	203097087	203097237	-	4984.1	0.995	2839.000000	655.49	0.00e+00	0.512545	0.569118
1-25	1	10068735	10068885	+	4925.0	0.985	2793.000000	1221.05	0.00e+00	0.985828	0.692308
8-16	8	160629619	160629769	-	4892.8	0.789	2776.000000	1273.28	0.00e+00	0.699342	0.392944
8-18	8	168604811	168604961	+	4882.1	0.946	2729.000000	59712.89	0.00e+00	0.946114	0.149660
8-17	8	84641844	84641994	+	4876.7	0.899	2760.000000	1040.36	0.00e+00	0.241923	0.558474
5-26	5	84858402	84858552	+	4853.4	0.957	2724.000000	1369.91	0.00e+00	0.955400	0.280992
4-23	4	37971095	37971245	-	4839.1	0.998	2709.000000	8071.03	0.00e+00	0.826923	0.395299
10-15	10	69100153	69100303	-	4830.2	0.900	2700.000000	3475.18	0.00e+00	0.899592	0.070111
5-27	5	68675430	68675580	+	4828.4	0.731	2699.000000	44292.17	0.00e+00	0.974796	0.705882
3-28	3	127533893	127534043	-	4794.4	0.845	2695.000000	3141.45	0.00e+00	0.938806	0.530488
6-19	6	6905588	6905738	-	4790.8	0.751	2677.000000	1171.93	0.00e+00	0.683975	0.812057
1-26	1	18187907	18188057	+	4785.4	0.986	2678.000000	1310.39	0.00e+00	0.984667	0.219512
1-27	1	180333562	180333712	+	4785.4	0.817	2676.000000	2167.81	0.00e+00	0.690583	0.655797
6-20	6	142273436	142273586	+	4758.6	0.899	2664.000000	3715.06	0.00e+00	0.893905	0.634752
1-29	1	19103951	19104101	-	4730.0	0.998	2653.000000	8677.85	0.00e+00	0.997730	0.500000
1-28	1	278196208	278196358	+	4722.8	0.972	2671.000000	453.65	0.00e+00	0.981053	0.520000
1-30	1	151365871	151366021	+	4694.2	0.660	2630.000000	4201.07	0.00e+00	0.682806	0.006010
6-21	6	117288078	117288228	-	4644.1	0.930	2603.000000	3786.78	0.00e+00	0.559315	0.518094
4-24	4	21158601	21158751	+	4629.7	0.984	2615.000000	495.28	0.00e+00	0.983765	0.452381
5-29	5	214423571	214423721	-	4629.7	0.983	2587.000000	9992.92	0.00e+00	0.981059	0.326531
9-13	9	7773287	7773437	-	4627.9	0.981	2607.000000	2783.84	0.00e+00	0.980658	0.700000
1-32	1	275449006	275449156	+	4619.0	0.766	2581.000000	11299.04	0.00e+00	0.762495	0.029364
1-31	1	105239870	105240020	-	4617.2	0.391	2585.000000	1411.83	0.00e+00	0.403955	0.236967
7-26	7	141917894	141918044	+	4617.2	0.570	2606.000000	1435.76	0.00e+00	0.486862	0.668675
5-30	5	4038931	4039081	+	4597.5	0.940	2569.000000	4686.05	0.00e+00	0.938132	0.477987
2-21	2	209199476	209199626	-	4556.4	0.955	2546.000000	4776.78	0.00e+00	0.955617	0.026549
9-14	9	99785920	99786070	-	4554.6	0.793	2545.000000	7596.44	0.00e+00	0.499804	0.494894
4-25	4	18244590	18244740	+	4524.1	0.959	2534.000000	1307.13	0.00e+00	0.957674	0.093458
2-22	2	2808153	2808303	+	4477.6	0.912	2523.000000	3042.56	0.00e+00	0.910072	0.706667
6-22	6	128637968	128638118	+	4468.7	0.982	2513.000000	5465.66	0.00e+00	0.926712	0.098361
3-29	3	216545498	216545648	+	4463.3	0.617	2496.000000	7444.21	0.00e+00	0.410585	0.621769
5-31	5	12290429	12290579	-	4456.1	0.992	2496.000000	1879.43	0.00e+00	0.974699	0.761905
9-15	9	147428595	147428745	-	4436.5	0.991	2479.000000	16278.77	0.00e+00	0.993142	0.352941
9-16	9	138678291	138678441	+	4434.7	0.683	2478.000000	12517.08	0.00e+00	0.960048	0.454545
8-20	8	156916265	156916415	-	4427.5	0.744	2481.000000	1562.11	0.00e+00	0.662636	0.394314
2-23	2	204830296	204830446	+	4423.9	0.928	2473.000000	1560.85	0.00e+00	0.846278	0.497368
2-24	2	209641647	209641797	-	4391.7	0.975	2461.000000	6197.92	0.00e+00	0.928280	0.761364
7-27	7	112055957	112056107	-	4386.3	0.927	2451.000000	11496.36	0.00e+00	0.926561	0.461111
9-17	9	138809891	138810041	+	4375.6	0.917	2445.000000	17839.44	0.00e+00	0.683027	0.727742
8-21	8	150404968	150405118	+	4321.9	0.418	2419.000000	5873.52	0.00e+00	0.508772	0.469577
1-33	1	192020756	192020906	+	4318.3	0.937	2414.000000	22636.24	0.00e+00	0.882719	0.332155
10-16	10	68938750	68938900	-	4318.3	0.969	2430.000000	1182.49	0.00e+00	0.968090	0.077922
3-30	3	22578706	22578856	-	4286.1	0.995	2396.000000	4914.74	0.00e+00	0.995825	0.500000
7-28	7	5528560	5528710	+	4275.4	0.943	2393.000000	847.99	0.00e+00	0.935538	0.194805
